,crystal_name,indirect_bandgap (eV),_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma
5595,Al19Fe3LiO48Si8,0.4095,7.870267481,16.56969917,5.618536975,90.00000033,90.25182093,89.99999983
5596,GeLi11O16P3,5.4932,10.52604395,6.279805279,4.924614682,90.01693196,90.35048203,89.96581959
5597,Li2O16Si5Zn5,0.5017,6.598735909,10.34952866,5.018432594,88.15262794,90.75088947,89.54825751
5598,La9Li8Nb4O52Ti12,0.3968,5.45381765,5.452357613,33.84386067,89.96730936,90.04637346,90.05858916
5599,La2Li8Nb5O28Ti3,0.4063,5.499002455,5.499032997,18.00081018,89.9608597,89.96093062,90.03148146
5600,La8Li8Nb8O52Ti8,0.3922,5.468935587,5.468674557,34.04564249,89.93520703,90.09573779,90.16177701
5601,Be6K2Li4Na2O29P6,0.6816,11.69220116,11.38205125,4.742261154,89.27605464,90.54449951,118.0722566
5602,Ca2F3Fe2Mg8Na2O45Si16,1.003,9.557450885,17.78676141,5.21077576,90.00443644,104.7327051,90.00067294
5603,Al21Fe6O48Si7Zn,0.3797,8.011820691,16.71463665,5.672033026,88.89478734,90.10885515,90.25870942
5604,Al20Fe7O48Si8,0.4405,7.996543429,16.59872374,5.661255791,90.68625355,89.75878732,91.74041956
5605,Al19Fe6Mg3O48Si6Zn,0.3877,8.017501105,16.64149007,5.736534239,89.76959836,90.30109083,89.88750881
5606,Al21Fe6O48Si7,0.425,7.957441252,16.58287242,5.701296278,89.44935383,90.23862811,90.07233769
5607,Li5Mo12O48Zn11,0.3858,5.120714167,10.45261956,17.55705322,89.87840868,90.36136426,89.96735929
5608,Li4Mo12O48Zn12,0.4519,5.094911937,10.44117064,17.54764217,89.99999533,89.80242583,89.99999394
5609,F8Li12O48Sr4Ta16,4.4814,10.48410542,10.46414124,10.48605497,90.03445661,90.05893032,89.95312124
5610,F8Li10O48Sr6Ta16,4.3137,10.47231836,10.47096913,10.48147196,89.81251441,90.01927501,90.08290464
5611,K3Li2Nb10O30Pb3,2.2911,12.76068424,12.68363713,3.944032978,90.00107187,89.99242563,90.49565923
5612,Ga20Ge16Li18O72,2.5688,13.96009404,14.00655796,9.318704478,89.6612955,90.02671114,119.8887095
5613,Ga14Ge22Li18O72,0.3774,13.85203692,14.03148498,9.357044365,89.64446923,89.78433589,119.7847363
5614,Al15Ge21Li18O72,0.6313,13.86829173,13.83596474,9.268197284,89.96649201,90.02537692,119.9503339
5615,Li5O72P18Zr12,3.1863,8.948318067,8.912809382,22.24408315,89.99687442,90.09134933,119.9552196
5616,Li8O72P18Zr12,4.3124,8.910385639,8.97968487,22.00992237,89.79790326,89.89746031,119.9573692
5617,Li11Mn10O32,0.3669,8.113019301,8.113154754,8.102443928,90.22834969,89.77018881,90.46780409
5618,Ge4Li9O16Zn4,0.5422,10.91994767,6.290582931,5.280097072,89.98375487,88.98282197,90.02119656
5619,Al16Be4Ca4Li2O48Si4,0.3679,5.225711365,8.923767769,18.68335365,89.63698228,96.47890339,89.93749626
5620,Al14BeCa4LiO48Si9,1.5284,5.189620573,8.944897996,19.09827447,88.39234031,94.97902764,89.35981235
5621,Li2Nd4O8,0.435,3.924150194,3.924140841,12.01475045,90.00000085,89.99999923,89.99999934
5622,Ce4Mo4O16,0.3903,5.299465776,5.299467282,11.34376397,89.99998801,90.00005842,89.99994431
5623,AlCaF4FeMg9Na3O44Si15,1.2143,9.568210361,17.83513092,5.224851553,90.02364013,104.633735,89.95771072
5624,F3Fe5LiMgMn3Na7O45Si16,0.5197,9.547694216,17.46892598,5.273017151,90.10566158,102.7576888,89.91412731
5625,Al14Be2Fe3LiMg4NaO75Si20,0.8564,16.86329583,9.620171805,9.386533446,90.04081356,90.21295408,89.88117011
5626,Ba4La7Li5O64W16,3.2454,5.193112967,12.93031535,19.49427706,89.74549227,93.06909073,91.43087748
5627,Li7Mg9Mo12O48,2.0015,5.130666312,10.41684414,17.51768599,89.81865712,89.72239168,89.95709849
5628,Al17Fe2Li2O48Si7,0.3725,7.837807914,17.07244531,5.618091223,89.99965319,90.00034237,89.95515074
5629,Al18Fe3MgO48Si7Zn,0.3805,7.810605448,16.38834932,5.610112566,90.00006386,90.01934186,89.81371405
5630,Fe25Li9O32,0.3677,7.924220743,7.850710679,9.123617044,88.94959984,93.22467273,87.68660858
5631,F7Ga6Li3O21P4,4.883,8.628848284,8.173239734,7.37450795,90.99440527,105.1101493,87.87628608
5632,F32Li18Ni6,5.2733,8.229109343,8.229262585,8.187635746,90.35803322,89.64007174,89.01987885
5633,Al15Li18O72Si21,0.5359,13.48864704,13.60512827,9.070725396,90.20550314,89.40215527,120.2235771
5634,F8Fe8Li7Na5O32P8,0.4871,4.984943115,13.37275632,11.20884854,89.80378441,89.78601578,90.30485387
5635,K2LiMn3S4,0.4169,3.69142005,3.691419942,12.62556182,90.00000487,89.99999404,90.00000035
5636,O2Zn2,4.2554,3.216787523,3.216787477,5.159714826,90.00000048,90.00000126,120.0072957
5637,CeLi3O16W4,4.5389,5.227026439,5.227689227,10.78740588,89.99896885,89.99969353,89.98646262
5638,Li3Mg9Mn12O32,0.3701,8.225789128,7.932774889,8.116031277,91.58033511,90.92309128,88.60734
5639,Li5Mg5Mn14O32,0.3642,7.795174911,8.052326321,8.121290729,90.22995715,89.46556275,92.11734039
5640,Al6CsLi5O30Si6,0.3638,12.40553061,12.34957044,5.039116062,90.11611132,89.88988056,118.3849269
5641,Gd20Li4O52P8,0.9294,18.43891194,5.56483635,11.78169422,89.99994424,116.7150955,90.0000352
5642,Li7O32Ta12,0.541,16.88868272,3.926385252,9.082913433,90.00876043,90.47208807,90.00183587
5643,Ca2F3Fe2KMg7MnNa2O45Si16,0.8986,9.625030219,17.67014885,5.216403793,90.05449687,104.6519788,89.96204353
5644,AlCaF2Fe5Mg3Mn2Na5O46Si15,0.7085,9.558717329,17.44002658,5.183817788,89.98869761,104.5781854,90.10477657
5645,AlF3Fe4Mg5MnNa6O45Si15,0.8771,9.515260869,17.4156318,5.216904289,89.88577335,104.1746259,90.07564676
5646,AlCaF3Fe3Mg4Mn3Na5O45Si15,0.7629,9.505790729,17.39073182,5.216743774,90.05974666,104.4579457,89.93471064
5647,F9Li8O71W24,0.5256,12.83376523,15.09642273,7.371296405,89.99703496,90.08464902,89.99739946
5648,F14Li8O66W24,0.3695,12.76504264,15.11891085,7.434424478,89.99996604,89.99999902,89.96630451
5649,Li2Mg4Mo6O24,4.4013,6.968760445,8.304854913,9.689002773,95.27889493,107.4076794,102.324392
5650,Al16Fe8Na2O74Si20,0.4743,16.73264672,9.566966472,9.274481871,89.99999397,89.99999639,90.00000008
5651,Co12LiO32Ti11,0.3664,8.082362381,8.21159678,8.251505752,92.75071536,88.38107159,91.32277251
5652,Co3Li6O32Ti15,0.3668,8.332371969,8.331978817,8.320551765,90.07866386,89.92002162,90.27603818
5653,Al17FeO48Si8Zn3,0.3888,7.769782301,16.43498803,5.56692416,89.9999818,90.44472323,90.00013752
5654,Al17FeLiMgO48Si8Zn,0.453,7.894312561,16.82312856,5.615895367,89.99986653,90.42130955,90.00010533
5655,Al21B9FFe5MgNa2O92Si18,1.4663,15.65117188,15.63617405,7.031068854,90.12228387,89.96766712,120.0053569
5656,Al19LiMgO48Si8Zn2,1.6917,7.959816458,16.45167563,5.665107439,89.99999264,89.9950958,90.00000029
5657,Al19B9F2Fe6Mg2MnNa3O91Si17,1.2666,15.68191172,15.67647298,7.045629281,90.06688245,89.93060094,119.9715901
5658,Al21B9FFe3Mg2Na2O92Si18Zn,1.5617,15.65851701,15.7075851,7.050678044,90.08843203,90.21971802,119.9798018
5659,Al18B9F2FeKMg8NaO91Si18,1.5321,15.81052919,15.80652879,7.109208958,89.81149787,90.02099001,119.9905874
5660,Al19B9FFeMg6Na3O92Si18Ti,1.6721,15.74964445,15.77606507,7.076485201,90.35573186,90.19370061,119.9730864
5661,Al5F6K4Li6O42Si16,3.093,9.01311311,5.18068338,20.07716664,90.07569945,99.2343069,90.04455595
5662,Al7Fe4Li7Mg10O96Si32,0.4212,18.27516456,17.5915337,5.227425739,89.96215655,89.78192696,90.01417366
5663,Al5Fe8Li7Mg8O96Si32,0.448,18.21578454,17.5196971,5.206987187,89.83247354,90.03626484,89.98971871
5664,Cs4Li4O14W4,0.5192,8.215135848,8.172569694,8.267285482,88.80085462,89.66596509,94.290235
5665,Fe15Li6Mg3O32,0.364,7.992686763,8.039216336,7.979939221,89.67992341,90.0717334,89.9264867
5666,Li2Mn2Nb2O32Sn2Ta8,0.5635,9.328292857,11.38366584,5.039924023,89.43954682,89.6748036,89.75292502
5667,Fe2Mn2Nb3O32SnTa7Ti,0.3751,9.16932985,11.17812625,4.97082021,89.3873588,88.71054909,89.78557555
5668,LiMn3O32Ta12,0.3761,9.332284369,11.36642723,4.961383172,89.99967985,88.38641905,89.99981104
5669,FeMn6Nb3O32SnTa5,0.3695,9.054070736,10.99883691,4.935793188,89.81955456,88.98484727,89.70480987
5670,Fe4Mn2Nb2O32SnTa7,0.3768,9.095272929,11.06262049,4.945613417,90.25923941,89.02792947,90.01973897
5671,Fe3Mn2NbO32SnTa9,0.3804,9.113289011,11.16098582,4.979110737,90.0139557,88.79255111,89.9967453
5672,FeNb2O32Sn3Ta9Ti,0.3803,9.676614779,11.34310413,5.117369546,90.82320914,91.46806718,90.30811173
5673,FeMn3Nb2O32SnTa9,0.4155,9.167336547,11.19826993,5.007442235,88.8658369,88.67624644,89.07823243
5674,Fe3LiMnNb3O32SnTa6Ti,0.45,9.176597089,11.18373841,4.980595604,90.10939008,88.6633698,90.03282257
5675,Fe4Mn2NbO32Sn2Ta6Ti,0.3792,9.0508371,11.03320933,4.950228755,90.15483677,89.31149386,90.16320638
5676,K2Li5Na3O60Si24Zr4,0.5763,10.22651653,10.25889675,14.38837201,90.02436937,90.04586342,120.1149643
5677,Al3F5K3Li6O31Si12,0.3642,5.291491974,5.304023715,29.96469036,89.20800303,93.22858083,120.2059988
5678,Ge4Li3O20Ta4,4.187,7.64239834,8.089669196,7.566319597,90.06790612,119.7695611,90.03497616
5679,LiNb2O18W4,1.6195,5.301289556,5.285457866,13.45160872,89.45973659,90.48521124,119.8208546
5680,Fe12Li8O32Sb4,0.3653,8.312201757,8.210933386,8.034152319,90.40699956,89.63459998,91.60741996
5681,F2Fe10Na4O46Si16,0.4649,9.343777046,17.40185576,5.192900961,89.99996951,104.0811813,90.00003629
5682,Li11O48P12V7Zr,2.826,12.08903631,8.640709846,8.672213686,89.66350823,90.38105506,90.15756001
5683,Al18Mg4O48Si7,4.9006,7.833694862,16.68050316,5.59424764,89.89874585,89.80757391,90.0027957
5684,Al17FeMg5O48Si8,0.3988,7.724212223,16.61093398,5.722763867,89.99998384,89.29468877,89.99995963
5685,Fe8Li2Mn4O48P12,0.5813,11.05802636,11.75707994,6.229582582,89.99991177,113.127618,90.00021194
5686,Al17Li2Mg3O48Si8,5.7529,7.878162616,16.79884282,5.64403788,90.0000441,90.7956881,90.000019
5687,Cu5Li6Nb2O24Ti6,0.491,7.392891892,7.577917915,7.498638178,89.63249412,90.06535252,90.78074789
5688,LiMg26O100Sc7Si32,0.3803,9.498327769,8.795603988,21.96977784,90.08910507,89.84790265,89.94801945
5689,Fe11Li2Mn11O32,0.3635,7.950003846,7.907603003,7.932788294,92.85581357,91.79706488,87.17021608
5690,Al9Li8Na3O48Si15,3.9255,12.06698174,12.04882008,11.88097216,90.36235654,89.17553824,90.4762742
5691,Al14Li8Na3O48Si10,0.9877,11.89006316,12.20161165,12.08323183,90.20173525,90.14926362,91.13941006
5692,Al13Li8Na5O48Si11,1.0933,11.57636241,12.44255112,12.32965864,90.83804204,90.17084964,89.14175658
5693,Li8Mg7Mn9O32,0.3661,8.065733621,8.237528857,8.202832766,90.07751898,88.76992577,88.51216715
5694,FeLi2Mn3O32Sn4Ta6,0.3687,9.223092876,11.14045279,5.019733287,89.17311333,88.75300126,90.79097775
5695,Al4Be6Li2O36Si12,0.5713,9.257994516,9.257994697,9.249107688,89.99999928,89.99999921,120.0050666
5696,Al4Be5Li3O36Si12,0.6812,9.23857901,9.257609171,9.288799712,89.99999917,89.99999563,120.0738677
5697,Al4Be6CsLiNaO36Si12,0.7587,9.258110492,9.258145348,9.339427882,90.00000142,90.00000187,120.0051301
5698,Fe11Li5Mo12O48,0.3988,4.894521513,10.1697817,16.67421304,89.99993434,90.13105074,90.00011293
5699,Al17B9CaF2FeMg8Na2O91Si18Ti,1.4522,15.80226703,15.82320972,7.097301349,89.73798689,90.03373119,120.2276741
5700,Al20B9FeMg6Na2O93Si18,1.6827,15.78315985,15.79729875,7.046938751,89.95670072,90.16691259,120.1098579
5701,Al20B9Ca2Fe4KMgO93Si18Ti2,0.4135,15.64938567,15.69413991,7.075681395,89.96734553,90.10498974,119.9596282
5702,B2LiO6Zn4,0.4673,5.023340604,5.000453874,7.232643769,68.95155274,69.67451555,59.60871958
5703,Li2O16Sn4Ti2Zn4,0.3885,6.025149601,6.163979114,9.87646372,90.48723326,90.14341783,119.9123769
5704,Li4Mg3O16Sn5,2.9312,6.034420066,6.118225791,9.880507003,90.06303926,89.83242751,119.7203937
5705,Li2O16Sn4Zn6,2.45,5.927372134,6.110235384,9.881495009,89.9992753,89.99940608,119.0151672
5706,Li5O16Sn3TiZn3,0.367,5.750900868,5.983644483,9.932702635,91.6689587,89.33353522,118.1857408
5707,Ag6In2Li8,0.4634,6.452666747,6.333923986,6.452665854,89.9998935,89.99986595,90.00002393
5708,Ge12Li4O72P18,0.3873,8.182701278,8.182648007,21.04410607,90.00676037,89.99495356,120.0027326
5709,Ge12Li3O72P18,0.4291,8.226537171,8.226537052,20.92974069,90.00159616,90.00031834,119.9993488
5710,Fe2Li10O24Sb8,0.3728,9.378241897,5.240342101,9.688590836,90.25301208,91.3487307,89.51824744
5711,Fe4Li4O16Sb3Sn,0.3706,5.707358621,6.012348011,9.91288417,90.328501,90.77671061,121.3076478
5712,Li14Mn9O32,0.3664,8.079460345,8.30065562,7.919736994,89.33292442,84.80176926,87.6386938
5713,Fe2LiO8Sb2,0.503,3.059940166,4.781577814,9.583640375,90.52265457,90.00000002,89.99999969
5714,LiNb4O8,0.47,2.939588268,2.939588164,20.51538072,90.00049601,89.99950695,120.0055742
5715,Fe18Li12O32,0.3674,7.940359383,7.968138562,7.963780314,90.35238946,89.5395434,89.45771388
5716,Fe22Li6O32,0.3664,7.669703609,8.120315399,8.217123706,90.82396843,89.67025244,89.52095348
5717,Fe23Li6O32,0.369,7.945205946,8.276211219,7.992474419,89.87732747,88.21360026,90.28447497
5718,Au2Li8Sb6,0.5209,6.943403191,6.943242599,6.943158896,88.58810179,88.58824742,88.58771789
5719,Al16Fe2LiMg5Na2O76Si20,0.8646,16.8498797,9.630664549,9.436552984,89.633628,89.99717156,90.00120456
5720,Al13Be3Fe2Li3Mg3NaO74Si20,1.0652,17.0375305,9.644173831,9.373139863,90.04453382,90.10065692,90.19861122
5721,Al16Fe4Mg4NaO75Si20,0.8139,16.85978885,9.584710448,9.267528758,89.9997951,89.99999238,89.97735268
5722,Li2Mn15O32,0.3647,7.883196029,7.864645788,7.469243497,89.04011658,89.47525655,89.20989502
5723,F24In4Li10Zn2,0.4728,4.876720397,17.73313015,5.054112802,89.99996343,89.99851044,89.99999933
5724,Al3Be5CuFeO38Si12,2.0458,9.198071665,9.19446273,9.169608928,90.00917317,89.98232717,120.0239022
5725,Al23B9Li2Mn2Na2O93Si18,0.3663,15.84360388,15.78216609,7.174767559,90.37536251,90.04568151,120.1147699
5726,Al22B9LiMn3Na3O93Si18,0.4389,15.74964444,15.76914354,7.184816898,89.72011798,90.19894939,119.5654347
5727,Co8Li16Nd36O79,0.4364,11.8869821,11.83458038,11.81972727,90.03229181,89.62156827,89.62193637
5728,Co8Li16Nd36O77,0.5568,11.77617577,11.8065956,11.82558518,90.00218333,90.05687484,90.28657041
5729,Co4O8,0.4166,2.770388585,4.79109577,8.658653009,90.00036699,89.99999966,90.00000018
5730,Cu6Nb2O24Ti6,0.3791,7.307683723,7.309261617,7.310718405,90.00002891,89.99998196,89.72458639
5731,Ca3Fe6LiO16Sn2,0.6934,8.916848325,10.36555414,2.995145449,89.99999659,90.00000075,91.47894712
5732,Ca2Fe4Li2O16Sn4,0.3928,9.285259432,10.3971269,3.063898769,89.99999892,89.99997765,87.60697147
5733,Al20Fe3LiMgO48Si6,0.3744,7.964723907,16.42833786,5.683603046,90.09556419,90.00482916,90.11092829
5734,FeK2Li4Mn4Na3O60Si24Zn,0.5346,9.987820617,9.985007912,14.12730492,89.789704,89.84053598,119.5482312
5735,Ca4KLi2O40Si16,5.1923,7.614014043,7.613883883,14.67161593,90.00164199,90.00167186,89.99913927
5736,K2Li5MnNa2O60Si24YZnZr2,3.3215,10.19214511,10.17026205,14.41987535,89.98822945,90.0060368,119.9355359
5737,Ag4Li5Si7,0.6669,6.201366932,6.198971529,6.199069309,93.56657662,86.42751793,93.57223046
5738,Ag3Ge,1.5915,4.054326247,4.054326701,4.054325997,90.00000188,89.99999808,89.99999809
5739,Li5Ni8O32V11,0.364,8.053479864,8.119721745,8.273367231,91.02421324,89.70549255,91.06432385
5740,Li5Ni11O32V8,0.3644,8.15668868,8.101498468,8.110433433,89.61173407,89.70378954,89.86258472
5741,Fe3Li6O16Sn3,0.3648,5.919581417,5.753847944,9.533743813,90.27009393,91.20041354,119.7463749
5742,Li12O24Sn8,4.2119,5.339088092,9.35899776,9.946435659,89.99901665,101.2526243,90.00065389
5743,Li2Mo3O22P4W,0.4049,8.214815003,6.381603632,7.710430846,90.00000207,103.044616,89.99999906
5744,Li2Mo7O44P8W,1.7437,7.73589931,12.67809025,8.330638658,89.95698883,106.2328266,90.05149897
5745,Fe2La4O8,0.4229,3.774622064,3.774622093,12.14024057,90.00000009,89.99999227,89.99997914
5746,Fe2I2O6,0.3812,5.446460954,5.715708802,4.705206314,90.01053259,90.01520747,119.318105
5747,Co8Li8O32V8,0.3698,8.041936287,8.048628718,8.037044809,89.38321158,89.72050817,90.04920055
5748,Au4La8O16,0.8338,5.727698408,12.86900879,5.706333734,90.00002786,90.00000052,90.00004382
5749,Fe7Li3O16Sb2,0.3747,5.878847481,5.747581785,9.370156259,89.64554211,90.22075883,122.1615979
5750,Cr3Fe3Li12O32Sb6,0.3754,8.466909596,8.624941532,8.344182271,89.50012397,91.86544213,87.85224849
5751,Cr10Fe4Li8O32Sb2,0.3668,8.226653224,8.05812644,8.120571776,92.23816597,92.28971703,88.9710344
5752,Cr12Fe4Li5O32Sb3,0.3681,8.02773002,8.252226416,8.392891715,91.77690444,87.65292582,89.38459317
5753,Al17FeLiO48Si8Zn3,1.8952,7.851395352,16.56431987,5.634352836,89.96820471,90.79012627,90.00698083
5754,Al20O48Si7Zn3,0.5335,7.838437766,16.44599565,5.619590755,90.04157212,90.16445284,90.06938939
5755,Al18FeLi2Mg2O48Si8,0.4468,7.911840287,16.45033836,5.674085146,90.00000294,90.99835425,90.00000206
5756,Li4O58Si16Ti8,0.3799,27.55201955,8.746165886,5.305931433,89.98765356,91.74103841,89.31911433
5757,Al19Li2O48Si7Zn,0.406,7.963310736,16.7927644,5.648852988,89.99997176,89.99997375,89.88636629
5758,B28Li32Se60,2.0588,11.78361186,11.28967477,16.450499,89.94910717,89.93725386,89.88097324
5759,La5Li4Nb2O26Ti6,0.456,3.893814166,3.893809578,34.27250917,89.99998165,90.00000452,90.00001986
5760,Al18BeCa4LiO48Si5,5.8284,5.222192124,8.983676735,19.07850536,89.82950337,96.13028077,90.41326196
5761,Al2F4K2Li3O20Si8,5.1999,5.19431318,8.994949874,10.09011596,90.00084197,100.5011406,89.99955212
5762,Al16Be2Ca4LiO48Si6,5.996,5.194182964,8.94480936,18.99610853,89.70757294,95.80072894,90.30074288
5763,Al13Be3Ca4Li3O48Si8,4.4814,5.16548831,8.859599087,18.89525429,90.27042829,95.50620765,89.82283666
5764,Li3Mn8O14,0.367,5.443609412,5.480470806,7.805623504,90.54334027,89.97486066,88.04004375
5765,Cr6Li4O16Sb2,0.3869,5.539511693,5.539383573,10.06843086,89.99669424,90.0016591,119.999189
5766,Fe21Li10O32,0.3764,7.959843354,8.134126205,7.888137357,89.4405505,89.88602848,90.40205816
5767,Al22B9LiMn4Na3O93Si18,0.4243,15.04575018,15.09019076,6.600828376,90.13741954,89.95719709,119.8601843
5768,Al24B9Mn3NaO93Si18,2.1153,15.05566151,15.09169438,6.564910145,90.04654805,90.11590155,120.0152952
5769,Al17FeO48Si8Zn2,0.3714,7.46938491,15.75327468,5.34757008,90.00014971,89.66824538,90.00001803
5770,Al18MgO48Si8Zn4,1.8188,7.530435118,15.80821854,5.410165196,89.9999762,90.32655429,90.00000892
5771,Fe8Li3Mn4Na2O48P12,0.5443,10.87089446,11.45268262,6.019598026,90.33486644,114.3128679,90.06060072
5772,Fe8LiMn4Na2O48P12,0.5657,10.8424552,11.47308382,6.011140365,90.0135874,114.1488843,89.98949886
5773,Al18Li2Mg3O48Si8,4.1428,7.521259731,15.71550736,5.394486493,90.00001741,91.45703914,89.99996382
5774,Al16B9FFe9Mg2Na3O92Si17Ti,1.1621,15.13838183,15.07515799,6.627300513,90.00786179,89.87521808,119.8291013
5775,Al16Li2Mg3O48Si8,0.414,7.467675295,15.79323547,5.353245998,90.0012577,89.64834977,89.99949568
5776,Al20B9Fe6NaO93Si18Ti,1.2535,15.09172208,15.06770074,6.592554039,89.9582482,90.04606991,120.1856579
5777,Al17Mg6O48Si8Zn,1.0503,7.579199007,15.91663319,5.423436293,89.9997891,88.73521202,89.99995487
5778,Al20O48Si8Zn3,0.5654,7.555362675,15.88502989,5.405724829,90.00003805,89.98601108,90.00000057
5779,B6Li5Ni7,0.383,4.770250079,4.756326056,8.572704329,90.00068474,89.99967804,120.1893931
5780,Ba4Li7O64W16Y5,3.0043,4.798688819,11.70479131,17.88490539,89.48438918,91.98570009,89.24406792
5781,Ba2Li4O14Pr4,0.3628,5.207099843,4.701683172,13.04876623,89.97640413,89.98645969,89.99439392
5782,Li2Mg6N4,1.2705,4.96999979,4.96999979,4.96999979,90,90,90
5783,GeLi18P5S24,0.4205,8.337515121,8.345651968,11.99551889,90.73632441,89.45591052,89.20819458
5784,Li3NdO11Ti4,1.8411,5.026715765,5.071463983,7.376029864,90.00000545,90.00018036,89.9902011
5785,In5Li7Nb3O48P12,0.5416,7.898014513,8.314659151,11.23295623,89.39658103,91.18657219,89.24689992
5786,Fe10Li11O32Sb3,0.3656,7.779248904,7.722458688,7.791827322,90.84387725,89.23919925,89.41614581
5787,La24Li19O56Ti4,3.078,12.42356021,12.41043019,7.146702865,89.87048087,89.98469135,89.97084608
5788,CuLiTe2,0.3801,3.691620083,3.691554585,7.639438532,90.00532554,89.99482368,120.0292374
5789,La24Li20O56Ti4,2.7012,12.46591421,12.46620311,7.119908887,89.97938929,90.13000419,90.20170811
5790,CuLiMnTe2,0.3959,4.091059476,4.09105803,6.742217641,89.99408899,90.00597396,120.0001401
5791,Hf12Li21S32,2.0243,10.19993563,10.20163402,10.20370222,90.00307076,89.99806218,90.01018663
5792,Li7O32V15Zn2,0.3666,7.808154902,7.807013514,7.809460837,89.96150304,89.80956746,88.95616054
5793,Li5O32V17Zn2,0.368,7.828496825,7.833352808,7.818352607,90.60123772,90.92932596,89.06068199
5794,F8Fe8Li8Na4O32P8,0.4542,4.625887127,12.60764305,10.49170712,90.00010149,89.99914408,90.00001615
5795,Al6F7K4Li4O41Si14,5.0449,8.478022295,4.840081323,18.39730054,90.59064991,99.92893884,90.05350434
5796,Li9O48P12V8,2.5259,7.851037986,8.172613054,10.86929833,89.92394084,90.21011683,89.80020429
5797,B4Li2,1.3075,3.968235847,3.968235847,5.598918219,90.00000003,90.00000003,120.0051112
5798,B40Cs4Li22Se72,0.432,9.968925544,9.935530214,27.29517953,90.00002955,90.00001764,90.00000007
5799,B40Li11S76Sr6,3.4651,10.70539769,13.24495753,16.0697878,88.98497331,89.7422385,88.21415686
5800,Al16FeLiMg2O48Si8,0.4232,7.480114802,15.74920435,5.345782719,90.04730918,90.02635717,90.04014445
5801,Li2Mn4O12,0.3687,4.572986911,7.976578565,4.40848678,89.99774382,111.1059264,90.00047188
5802,B14K18La6Li6O43,2.086,10.92487891,9.603126156,11.59548744,90.19119183,122.8093729,89.76997552
5803,Al26B9LiNaO93Si18,5.5532,15.04483613,15.05022355,6.52838931,90.00093269,89.94632429,120.0266183
5804,Al24B9Li3NaO93Si18,5.8949,15.0370101,15.03704167,6.530594244,89.97312083,90.0266879,120.0545286
5805,Al25B9Li2O93Si18,5.9637,15.02988445,15.03000425,6.517123668,90.01578096,89.98408436,120.0752618
5806,Fe9LiO4,0.3679,4.616243777,6.989484192,4.331891992,86.86424849,95.29071386,85.07274948
5807,LiMnSeTe,0.4017,3.646602758,3.646603194,6.206777337,89.99825875,90.00175104,119.9961581
5808,Mn2Se2,0.3653,3.692864551,3.692865154,4.787996333,90.00149194,89.99850295,119.9872133
5809,Er3F40K20LaLi8,6.7752,18.51238655,7.172619618,6.291593635,89.9998656,90.12319044,90.00001942
5810,La10Li8Nb5O52Ti11,1.0981,5.281079562,5.281558508,31.46398936,89.95590694,89.98988558,90.10088842
5811,Fe7Li2Mn4Na3O45P11,0.3959,10.81524298,11.28069416,6.024062407,90.12961174,113.9765053,90.20808489
5812,CuLi2P2,0.739,3.437024032,3.436458795,7.735987721,89.9249302,90.07198854,119.9998299
5813,Cu4LiP2,0.5426,3.877498797,3.877494687,7.473677454,90.00021364,89.99932113,120.0027951
5814,Al14Ca6Li,0.3662,5.577137964,5.576407715,16.49993229,89.44723091,90.5629069,119.7084622
5815,Al22B9Ca2Li5NaO91Si18,3.9318,15.10322391,15.11774194,6.609495311,90.0008093,89.97473156,120.0144546
5816,Al23B9Ca3Li4O90Si18,3.8195,15.12005419,15.12004203,6.622931875,89.9857037,90.01427834,119.9378601
5817,Fe19Ge2Li3O32,0.3648,7.72912267,7.724374426,7.724359848,89.59678999,89.81459408,89.81479734
5818,Al4F3Fe2Li5Mg3Na2O47Si16,0.7103,8.770128433,16.55813849,4.974236208,89.85879754,103.2983893,90.28412467
5819,Al17Fe5Mg2O48Si8,0.4116,7.530753067,15.96934013,5.402973775,89.99997808,90.12028598,89.9994459
5820,Ge3Li18O16V,0.3985,10.41848102,5.806761901,4.754526693,89.78737338,89.81786182,90.0598683
5821,GeLi16O16V3,3.406,10.36454858,5.603384707,4.679550864,89.24658446,90.55390313,87.72682103
5822,Cr4Cu2Li7Mn11O32,0.3677,7.633399856,7.642485799,7.640365045,90.5699765,90.51334328,89.41271834
5823,Cr3CuLi8Mn12O32,0.3646,7.593682393,7.588745369,7.618153881,90.86855149,90.84916175,89.05308713
5824,Li2N4,0.3689,2.722442495,4.626709269,4.299554382,90.00123051,90.15066886,89.99706608
5825,Fe2Li7O24Sb7,0.6561,8.604520173,4.593171927,9.308571577,90.13571723,90.14241369,90.04741662
5826,Fe3Li10O24Sb7,0.3818,8.672019122,4.825793143,9.068575107,89.82459026,89.33122076,90.16084546
5827,Al19Fe2Mg2O48Si8,0.5094,7.544481447,15.82060608,5.408326338,89.99984456,90.69796832,90.00000967
5828,KLiO8Ti3,0.388,3.665493848,13.27314343,2.848667621,90.00030926,90.00000032,90.00000141
5829,Li4MnO6,0.3771,2.58579641,2.554137997,13.26148534,90.01547786,87.1246019,119.6649338
5830,Li53O56Si14,6.0196,10.60255528,5.680924011,15.62308579,90.06538439,99.90544455,90.12539896
5831,Ge4Li4O20Ta4,4.002,7.257515962,7.595473867,7.185746569,90.00058333,120.4360434,89.99938119
